date,time,size,r_version,r_arch,r_os,package,version,country,ip_id
1/1/2015,3:44:15,100299,3.1.2,x86_64,mingw32,class,7.3-11,HK,598
1/1/2015,3:45:40,14621,NA,NA,NA,MCMChybridGP,4.2,FR,38
1/1/2015,3:45:57,1439852,NA,NA,NA,synlik,0.1.1,CN,587
1/1/2015,3:46:03,514,NA,NA,NA,synthpop,1.0-0,CN,587
1/1/2015,3:45:19,995568,3.1.2,i386,mingw32,shiny,0.10.2.2,US,68
1/1/2015,3:46:11,393750,3.1.2,i386,mingw32,plyr,1.8.1,US,597
1/1/2015,3:45:39,347608,3.1.2,i386,mingw32,lattice,0.20-29,US,597
1/1/2015,3:46:06,176641,3.1.2,i386,mingw32,randomForest,4.6-10,US,586
1/1/2015,3:46:18,2170103,3.1.1,x86_64,darwin10.8.0,Rcpp,0.11.3,US,597
1/1/2015,3:46:33,598483,3.1.2,x86_64,mingw32,SparseM,1.05,US,73
1/1/2015,3:46:06,819753,3.1.2,x86_64,mingw32,zoo,1.7-11,US,597
1/1/2015,3:46:31,7656,3.1.2,x86_64,mingw32,doSNOW,1.0.12,US,73
1/1/2015,3:46:00,461150,3.1.2,x86_64,mingw32,sandwich,2.3-2,US,597
1/1/2015,3:46:12,21151,3.1.2,x86_64,mingw32,stringr,0.6.2,US,597
1/1/2015,3:46:09,148968,3.1.2,x86_64,mingw32,Formula,1.1-2,US,597
1/1/2015,3:46:21,57628,3.1.2,x86_64,mingw32,gtools,3.4.1,US,597
1/1/2015,3:46:31,289973,3.1.2,x86_64,mingw32,iterators,1.0.7,US,73
1/1/2015,3:46:34,586951,NA,NA,NA,synthpop,1.0-0,CN,587
1/1/2015,3:46:37,516,NA,NA,NA,sysfonts,0.3,CN,587
1/1/2015,3:46:53,24812,3.1.2,x86_64,mingw32,RColorBrewer,1.0-2,CN,599
1/1/2015,3:46:51,14621,NA,NA,NA,bigmatrix,0.9.4,FR,42
1/1/2015,3:46:32,2090500,3.1.1,x86_64,mingw32,AER,1.2-2,US,597
1/1/2015,3:47:09,354282,3.1.1,x86_64,mingw32,sas7bdat,0.5,US,597
1/1/2015,3:46:28,14621,NA,NA,NA,YieldCurve,2,FR,3
1/1/2015,3:47:19,57670,3.1.2,x86_64,mingw32,gee,4.13-18,US,597
1/1/2015,3:46:31,360259,3.1.2,x86_64,mingw32,foreach,1.4.2,US,73
1/1/2015,3:46:53,41041,3.1.2,x86_64,mingw32,digest,0.4.2,CN,599
1/1/2015,3:47:21,214249,3.1.2,x86_64,mingw32,geepack,1.2-0,US,597
1/1/2015,3:46:52,557109,3.1.2,x86_64,mingw32,proto,0.3-9.1,CN,599
1/1/2015,3:47:25,125626,3.1.2,x86_64,mingw32,digest,0.6.7,JP,600
1/1/2015,3:46:57,3263044,3.1.2,x86_64,mingw32,Zelig,4.2-1,US,597
1/1/2015,3:47:19,779929,3.1.2,x86_64,mingw32,R2WinBUGS,2.1-19,US,601
1/1/2015,3:47:13,717645,3.1.2,x86_64,mingw32,gdata,2.13.3,US,597
1/1/2015,3:47:05,35209,3.1.2,x86_64,mingw32,reshape2,1.4.1,US,597
1/1/2015,3:46:37,99425,3.1.2,x86_64,mingw32,rjson,0.2.15,US,73
1/1/2015,3:47:21,33878,3.1.2,x86_64,mingw32,manipulate,1.0.1,JP,600
1/1/2015,3:47:24,1243435,3.1.2,x86_64,mingw32,rmarkdown,0.4.2,JP,600
1/1/2015,3:47:19,961613,NA,NA,NA,VIMGUI,0.9.0,US,61
1/1/2015,3:47:31,289970,3.1.2,x86_64,mingw32,iterators,1.0.7,JP,602
1/1/2015,3:47:04,42859,3.1.1,x86_64,mingw32,reshape,0.8.5,US,597
1/1/2015,3:47:27,2502269,3.1.2,i386,mingw32,psych,1.4.8.11,US,597
1/1/2015,3:47:15,219769,3.1.2,i386,mingw32,rredis,1.6.9,US,603
1/1/2015,3:47:33,147674,3.1.2,i386,mingw32,doMC,1.3.3,JP,602
1/1/2015,3:47:26,33879,3.1.2,i386,mingw32,manipulate,1.0.1,JP,600
1/1/2015,3:46:30,26088,3.1.2,i386,mingw32,hash,2.2.6,US,603
1/1/2015,3:46:47,30625,3.1.2,i386,mingw32,DBI,0.3.1,US,73
1/1/2015,3:46:55,289973,3.1.2,i386,mingw32,iterators,1.0.7,US,73
1/1/2015,3:46:35,477872,3.1.2,i386,mingw32,RPostgreSQL,0.4,US,73
1/1/2015,3:46:24,33445,NA,NA,NA,R.matlab,2.1.0,FR,38
1/1/2015,3:47:32,12450,NA,NA,NA,cclust,0.6-17,FR,8
1/1/2015,3:47:41,14621,NA,NA,NA,sp,0.8-16,FR,38
1/1/2015,3:46:39,2170106,3.1.2,x86_64,mingw32,Rcpp,0.11.3,US,73
1/1/2015,3:46:39,393753,3.1.2,x86_64,mingw32,plyr,1.8.1,US,73
1/1/2015,3:47:35,2859235,3.1.2,x86_64,mingw32,ade4,1.6-2,CA,490
1/1/2015,3:46:35,30625,3.1.2,x86_64,mingw32,DBI,0.3.1,US,73
1/1/2015,3:47:46,1541658,NA,NA,NA,sysfonts,0.3,CN,587
1/1/2015,3:47:48,514,NA,NA,NA,systemfit,1.1-14,CN,587
1/1/2015,3:48:05,697803,NA,NA,NA,systemfit,1.1-14,CN,587
1/1/2015,3:48:07,513,NA,NA,NA,taRifx.geo,1.0.6,CN,587
1/1/2015,3:48:08,88910,NA,NA,NA,taRifx.geo,1.0.6,CN,587
1/1/2015,3:48:10,514,NA,NA,NA,taRifx,1.0.6,CN,587
1/1/2015,3:48:11,108563,NA,NA,NA,taRifx,1.0.6,CN,587
1/1/2015,3:48:14,36164,3.1.2,x86_64,mingw32,manipulate,1.0.1,US,604
1/1/2015,3:47:36,2450280,3.1.2,x86_64,mingw32,seqinr,3.1-3,CA,490
1/1/2015,3:47:32,360256,3.1.2,x86_64,mingw32,foreach,1.4.2,JP,602
1/1/2015,3:48:12,176635,3.1.2,x86_64,mingw32,randomForest,4.6-10,CA,605
1/1/2015,3:46:31,23260,3.1.2,x86_64,mingw32,snow,0.3-13,US,73
1/1/2015,3:47:46,27204,3.1.2,x86_64,mingw32,RColorBrewer,1.1-2,CN,606
1/1/2015,3:46:59,2450489,3.1.2,x86_64,mingw32,ggplot2,0.8.9,CN,599
1/1/2015,3:46:45,568035,3.1.2,x86_64,mingw32,rJava,0.9-6,US,73
1/1/2015,3:48:02,1636597,3.1.2,x86_64,mingw32,quantreg,5.05,US,79
1/1/2015,3:48:12,393753,3.1.2,x86_64,mingw32,plyr,1.8.1,US,79
1/1/2015,3:46:45,30625,3.1.2,x86_64,mingw32,DBI,0.3.1,US,73
1/1/2015,3:48:19,512,NA,NA,NA,tableplot,0.3-5,CN,607
1/1/2015,3:48:19,60172,NA,NA,NA,tableplot,0.3-5,CN,607
1/1/2015,3:48:20,514,NA,NA,NA,tables,0.7.79,CN,607
1/1/2015,3:48:23,380767,NA,NA,NA,tables,0.7.79,CN,607
1/1/2015,3:48:24,514,NA,NA,NA,tabplot,1.1,CN,607
1/1/2015,3:48:26,263845,NA,NA,NA,tabplot,1.1,CN,607
1/1/2015,3:48:27,514,NA,NA,NA,tabplotd3,0.3.3,CN,607
1/1/2015,3:48:29,234056,NA,NA,NA,tabplotd3,0.3.3,CN,607
1/1/2015,3:48:29,512,NA,NA,NA,tabuSearch,1.1,CN,607
1/1/2015,3:48:30,514,NA,NA,NA,tagcloud,0.5,CN,607
1/1/2015,3:48:30,514,NA,NA,NA,tau,0.0-18,CN,607
1/1/2015,3:48:30,512,NA,NA,NA,tawny.types,1.1.3,CN,607
1/1/2015,3:48:31,65193,NA,NA,NA,tawny.types,1.1.3,CN,607
1/1/2015,3:48:31,514,NA,NA,NA,tawny,2.1.2,CN,607
1/1/2015,3:48:35,924974,NA,NA,NA,tawny,2.1.2,CN,607
1/1/2015,3:48:36,516,NA,NA,NA,taxize,0.5.2,CN,607
1/1/2015,3:46:41,568035,3.1.2,x86_64,mingw32,rJava,0.9-6,US,73
1/1/2015,3:48:30,27200,3.0.2,x86_64,mingw32,RColorBrewer,1.1-2,US,604
1/1/2015,3:48:30,161144,3.0.2,x86_64,mingw32,Formula,1.1-2,US,604
1/1/2015,3:48:31,2063044,3.0.2,x86_64,mingw32,latticeExtra,0.6-26,US,604
1/1/2015,3:48:32,69768,3.0.2,x86_64,mingw32,acepack,1.3-3.3,US,604
1/1/2015,3:48:32,1567927,3.0.2,x86_64,mingw32,Hmisc,3.14-6,US,604
1/1/2015,3:48:21,568035,3.0.2,x86_64,mingw32,rJava,0.9-6,US,79
1/1/2015,3:48:43,72967,3.0.2,x86_64,mingw32,lambda.r,1.1.6,US,608
1/1/2015,3:48:43,17076,3.0.2,x86_64,mingw32,futile.options,1.0.0,US,608
1/1/2015,3:48:43,68881,3.0.2,x86_64,mingw32,futile.logger,1.3.7,US,608
1/1/2015,3:48:02,598483,3.0.2,x86_64,mingw32,SparseM,1.05,US,79
1/1/2015,3:48:12,514,NA,NA,NA,tab,2.1.3,CN,587
1/1/2015,3:48:13,106021,NA,NA,NA,tab,2.1.3,CN,587
1/1/2015,3:48:15,512,NA,NA,NA,table1xls,0.3.1,CN,587
1/1/2015,3:48:15,65608,NA,NA,NA,table1xls,0.3.1,CN,587
1/1/2015,3:47:59,289973,3.1.2,i386,mingw32,iterators,1.0.7,US,79
1/1/2015,3:48:21,14398,3.1.2,i386,mingw32,RJDBC,0.2-5,US,79
1/1/2015,3:58:20,3029833,3.1.2,i386,mingw32,Rcpp,0.11.3,US,609
1/1/2015,3:58:23,75610,3.1.1,x86_64,linux-gnu,stringr,0.6.2,US,609
1/1/2015,3:58:24,27200,3.1.1,x86_64,mingw32,RColorBrewer,1.1-2,US,609
1/1/2015,3:58:24,148214,3.1.2,i386,mingw32,dichromat,2.0-0,US,609
1/1/2015,3:58:25,126157,3.1.2,i386,mingw32,munsell,0.4.2,US,609
1/1/2015,3:58:27,41396,3.1.2,i386,mingw32,labeling,0.3,US,609
1/1/2015,3:57:47,2170103,3.1.2,i386,mingw32,Rcpp,0.11.3,FR,595
1/1/2015,3:58:29,902392,NA,NA,NA,traitr,0.14,CN,607
1/1/2015,3:58:33,514,NA,NA,NA,traj,1.1,CN,607
1/1/2015,3:58:36,22905,3.0.3,x86_64,mingw32,FactMixtAnalysis,1,US,610
1/1/2015,3:57:25,14621,NA,NA,NA,plotrix,2.3-1,FR,58
1/1/2015,3:58:36,207160,3.1.2,i386,mingw32,mvtnorm,1.0-2,US,610
1/1/2015,3:57:28,75495,3.1.2,i386,mingw32,stringr,0.6.2,NZ,410
1/1/2015,3:57:29,27145,3.1.1,i386,mingw32,RColorBrewer,1.1-2,NZ,410
1/1/2015,3:57:29,148049,3.1.1,i386,mingw32,dichromat,2.0-0,NZ,410
1/1/2015,3:57:30,126702,3.1.1,i386,mingw32,munsell,0.4.2,NZ,410
1/1/2015,3:57:30,41243,3.1.1,i386,mingw32,labeling,0.3,NZ,410
1/1/2015,3:57:31,64032,3.1.2,x86_64,mingw32,gtable,0.1.2,NZ,410
1/1/2015,3:57:33,499127,3.1.2,i386,mingw32,reshape2,1.4.1,NZ,410
1/1/2015,3:57:34,151649,3.0.3,x86_64,mingw32,scales,0.2.4,NZ,410
1/1/2015,3:57:35,458784,3.0.3,x86_64,mingw32,proto,0.3-10,NZ,410
1/1/2015,3:57:41,2672778,3.0.3,x86_64,mingw32,ggplot2,1.0.0,NZ,410
1/1/2015,3:58:39,1496733,3.1.2,x86_64,mingw32,sp,1.0-16,US,609
1/1/2015,3:58:50,1150916,3.1.2,i386,mingw32,plyr,1.8.1,US,609
1/1/2015,3:58:53,150230,3.1.2,i386,mingw32,digest,0.6.7,US,609
1/1/2015,3:58:54,64521,3.1.1,x86_64,darwin10.8.0,gtable,0.1.2,US,609
1/1/2015,3:58:58,499334,3.1.2,x86_64,mingw32,reshape2,1.4.1,US,609
1/1/2015,3:59:00,152316,3.1.1,i386,mingw32,scales,0.2.4,US,609
1/1/2015,3:59:03,459039,3.1.1,x86_64,mingw32,proto,0.3-10,US,609
1/1/2015,3:58:58,19390,3.1.2,i386,mingw32,downloader,0.3,US,611
1/1/2015,3:58:48,337107,NA,NA,NA,traj,1.1,CN,607
1/1/2015,3:58:51,514,NA,NA,NA,trajectories,0.1-1,CN,607
1/1/2015,3:59:09,347911,NA,NA,NA,trajectories,0.1-1,CN,607
1/1/2015,3:59:12,512,NA,NA,NA,translateR,1,CN,607
1/1/2015,3:59:12,25962,NA,NA,NA,translateR,1,CN,607
1/1/2015,3:59:14,514,NA,NA,NA,transport,0.6-3,CN,607
1/1/2015,3:59:15,514,NA,NA,NA,trapezoid,2.0-0,CN,607
1/1/2015,3:59:22,213223,NA,NA,NA,trapezoid,2.0-0,CN,607
1/1/2015,3:59:26,512,NA,NA,NA,treatSens,1,CN,607
1/1/2015,3:58:33,3241847,3.1.2,x86_64,mingw32,RandomFields,3.0.44,CN,575
1/1/2015,3:58:33,1054916,3.1.1,x86_64,mingw32,geoR,1.7-4.1,CN,575
1/1/2015,3:58:40,87021,NA,NA,NA,refGenome,1.2.0,FR,29
1/1/2015,3:59:39,14621,NA,NA,NA,mixPHM,0.6.0,FR,17
1/1/2015,3:59:45,995568,3.0.3,x86_64,mingw32,shiny,0.10.2.2,FR,595
1/1/2015,3:59:27,50246,NA,NA,NA,treatSens,1,CN,607
1/1/2015,3:59:29,514,NA,NA,NA,tree,1.0-35,CN,607
1/1/2015,3:59:32,118010,NA,NA,NA,tree,1.0-35,CN,607
1/1/2015,3:59:34,516,NA,NA,NA,treebase,0.0-7.1,CN,607
1/1/2015,3:59:09,14621,NA,NA,NA,GPFDA,0.1,FR,16
1/1/2015,3:59:35,26205,NA,NA,NA,c3net,1.1.0,FR,32
1/1/2015,3:59:55,32333,NA,NA,NA,SciencesPo,0.11.21,FR,29
1/1/2015,3:57:47,427041,3.1.1,i386,mingw32,httpuv,1.3.2,FR,595
1/1/2015,3:59:52,14621,NA,NA,NA,biwavelet,0.17.4,FR,38
1/1/2015,3:59:55,14621,NA,NA,NA,MNM,0.95-0,FR,16
1/1/2015,3:18:14,393750,3.1.1,x86_64,mingw32,plyr,1.8.1,US,79
1/1/2015,3:18:13,2170103,3.1.1,x86_64,mingw32,Rcpp,0.11.3,US,79
1/1/2015,3:18:23,568033,3.1.2,x86_64,mingw32,rJava,0.9-6,US,79
1/1/2015,3:18:47,980890,3.1.2,x86_64,mingw32,vcd,1.3-2,JP,573
1/1/2015,3:19:33,75610,3.1.2,i386,mingw32,stringr,0.6.2,US,540
1/1/2015,3:19:22,14621,NA,NA,NA,s20x,3.1-4,FR,8
1/1/2015,3:19:01,14621,NA,NA,NA,TBEST,1,FR,16
1/1/2015,3:19:42,3549,NA,NA,NA,loglognorm,1.0.0,FR,22
1/1/2015,3:19:18,7196160,3.1.2,x86_64,mingw32,EnvStats,1.0.3,BR,465
1/1/2015,3:19:09,14621,NA,NA,NA,bcp,1.1,FR,16
1/1/2015,3:19:54,102950,NA,NA,NA,VR,5.3pl037-2,FR,58
1/1/2015,3:20:06,2528375,NA,NA,NA,stressr,1.0.0,CN,554
1/1/2015,3:20:09,513,NA,NA,NA,stringdist,0.8.2,CN,554
1/1/2015,3:20:10,91065,NA,NA,NA,stringdist,0.8.2,CN,554
1/1/2015,3:20:13,517,NA,NA,NA,stringi,0.4-1,CN,554
1/1/2015,3:20:13,513,NA,NA,NA,stringr,0.6.2,CN,554
1/1/2015,3:20:14,75604,NA,NA,NA,stringr,0.6.2,CN,554
1/1/2015,3:20:17,514,NA,NA,NA,strucchange,1.5-0,CN,554
1/1/2015,3:20:40,895446,3.1.2,x86_64,mingw32,jsonlite,0.9.14,US,559
1/1/2015,3:20:52,36167,2.15.2,i386,mingw32,manipulate,1.0.1,SG,612
1/1/2015,3:20:57,7184312,2.15.2,i386,mingw32,BH,1.55.0-1,US,613
1/1/2015,3:20:40,716226,3.1.2,i386,mingw32,RCurl,1.95-4.5,US,559
1/1/2015,3:20:40,368948,3.1.2,i386,mingw32,httr,0.6.0,US,559
1/1/2015,3:20:57,4573,3.1.1,i386,mingw32,pack,0.1-1,US,613
1/1/2015,3:21:08,23259,3.0.2,x86_64,mingw32,snow,0.3-13,US,614
1/1/2015,3:21:21,12519,NA,NA,NA,Bolstad,0.1-8,FR,29
1/1/2015,3:21:21,1802242,3.0.2,x86_64,mingw32,arules,1.1-6,KR,615
1/1/2015,3:21:22,1150916,3.0.2,x86_64,mingw32,plyr,1.8.1,KR,615
1/1/2015,3:21:22,152120,3.0.2,x86_64,mingw32,cvTools,0.3.2,KR,615
1/1/2015,3:20:40,48295,3.0.2,x86_64,mingw32,whisker,0.3-2,US,559
1/1/2015,3:20:02,1485817,3.0.2,x86_64,mingw32,sp,1.0-16,CN,616
1/1/2015,3:20:06,14621,NA,NA,NA,caret,4.58,FR,38
1/1/2015,3:20:50,784560,NA,NA,NA,strucchange,1.5-0,CN,554
1/1/2015,3:20:52,514,NA,NA,NA,structSSI,1.1,CN,554
1/1/2015,3:20:55,132759,NA,NA,NA,structSSI,1.1,CN,554
1/1/2015,3:20:58,516,NA,NA,NA,strum,0.5,CN,554
1/1/2015,3:21:09,74711,3.0.2,x86_64,mingw32,coda,0.16-1,US,614
1/1/2015,3:21:09,349418,3.0.2,x86_64,mingw32,snowfall,1.84-6,US,614
1/1/2015,3:20:40,22367,3.1.2,x86_64,linux-gnu,rstudioapi,0.2,US,559
1/1/2015,3:20:41,272742,3.1.2,x86_64,linux-gnu,devtools,1.6.1,US,559
1/1/2015,3:20:40,14896,3.1.2,x86_64,linux-gnu,memoise,0.2.1,US,559
1/1/2015,3:21:09,29013,3.1.2,x86_64,linux-gnu,matrixcalc,1.0-3,US,614
1/1/2015,3:21:09,875826,3.1.2,x86_64,linux-gnu,RMark,2.1.9,US,614
1/1/2015,3:20:58,321571,3.1.2,x86_64,linux-gnu,RUnit,0.4.27,US,613
1/1/2015,3:21:09,728206,3.1.2,x86_64,linux-gnu,msm,1.4,US,614
1/1/2015,3:21:09,129342,3.1.2,x86_64,linux-gnu,expm,0.99-1.1,US,614
1/1/2015,3:20:57,36757,3.1.2,x86_64,mingw32,chron,2.3-45,US,617
1/1/2015,3:21:05,27195,3.1.2,x86_64,mingw32,RColorBrewer,1.1-2,CN,577
1/1/2015,3:21:17,161139,3.0.2,x86_64,darwin10.8.0,Formula,1.1-2,CN,577
1/1/2015,3:20:58,950264,3.0.2,x86_64,darwin10.8.0,data.table,1.9.4,US,617
1/1/2015,3:21:08,155610,3.1.2,x86_64,linux-gnu,mvtnorm,1.0-2,US,614
1/1/2015,3:20:55,98502,3.0.2,x86_64,darwin10.8.0,digest,0.6.8,US,613
1/1/2015,3:20:05,279672,3.1.2,x86_64,linux-gnu,ggtern,1.0.3.2,CN,616
1/1/2015,3:21:49,69763,3.1.2,x86_64,mingw32,acepack,1.3-3.3,CN,577
1/1/2015,3:21:46,870337,3.0.2,x86_64,darwin10.8.0,httpuv,1.3.2,CN,325
1/1/2015,3:21:50,383004,3.0.2,x86_64,darwin10.8.0,xtable,1.7-4,CN,325
1/1/2015,3:21:57,1567922,3.0.2,x86_64,darwin10.8.0,Hmisc,3.14-6,CN,577
1/1/2015,3:21:59,1236588,3.1.2,x86_64,linux-gnu,RJSONIO,1.3-0,CN,325
1/1/2015,3:22:05,2351966,3.1.2,x86_64,linux-gnu,ggplot2,1.0.0,US,64
1/1/2015,3:21:41,2063039,3.1.2,x86_64,linux-gnu,latticeExtra,0.6-26,CN,577
1/1/2015,3:22:19,719412,3.1.1,x86_64,darwin10.8.0,faraway,1.0.6,MX,380
1/1/2015,3:22:09,1329246,3.0.2,x86_64,darwin10.8.0,shiny,0.10.2.2,CN,325
1/1/2015,3:20:20,199222,3.1.2,x86_64,linux-gnu,zoo,1.7-11,CN,569
1/1/2015,3:22:18,1469257,NA,NA,NA,strum,0.5,CN,554
1/1/2015,3:22:19,514,NA,NA,NA,strvalidator,1.3.1,CN,554
1/1/2015,3:22:35,626332,NA,NA,NA,strvalidator,1.3.1,CN,554
1/1/2015,3:22:40,514,NA,NA,NA,stsm.class,1.3,CN,554
1/1/2015,3:22:41,516,NA,NA,NA,stsm,1.4,CN,554
1/1/2015,3:22:35,205758,NA,NA,NA,CDVine,1.0-2,FR,16
1/1/2015,3:22:53,384161,3.1.2,i386,mingw32,colorspace,1.2-4,CN,577
1/1/2015,3:23:01,75609,3.1.2,i386,mingw32,stringr,0.6.2,CN,577
1/1/2015,3:23:00,3029828,3.1.2,i386,mingw32,Rcpp,0.11.3,CN,577
1/1/2015,3:23:02,59291,3.1.2,i386,mingw32,neuralnet,1.32,IN,618
1/1/2015,3:22:46,14616,NA,NA,NA,igraph,0.7.1,CN,4
1/1/2015,3:23:30,1313396,NA,NA,NA,stsm,1.4,CN,554
1/1/2015,3:23:33,514,NA,NA,NA,stylo,0.5.8-2,CN,554
1/1/2015,3:23:41,220488,NA,NA,NA,stylo,0.5.8-2,CN,554
1/1/2015,3:23:31,499329,3.1.2,i386,mingw32,reshape2,1.4.1,CN,577
1/1/2015,3:23:33,459034,3.1.2,i386,mingw32,proto,0.3-10,CN,577
1/1/2015,3:23:21,148209,3.1.2,i386,mingw32,dichromat,2.0-0,CN,577
1/1/2015,3:23:29,64516,3.0.3,x86_64,mingw32,gtable,0.1.2,CN,577
1/1/2015,3:23:24,41391,3.0.3,x86_64,mingw32,labeling,0.3,CN,577
1/1/2015,3:23:26,1150911,3.0.3,x86_64,mingw32,plyr,1.8.1,CN,577
1/1/2015,3:23:52,33878,3.0.3,x86_64,mingw32,manipulate,1.0.1,CN,619
1/1/2015,3:23:53,22357,3.0.3,x86_64,mingw32,rstudioapi,0.2,CN,619
1/1/2015,3:22:37,12151,NA,NA,NA,Rvmmin,2011-2.11,FR,17
1/1/2015,3:23:32,152311,3.1.2,x86_64,linux-gnu,scales,0.2.4,CN,577
1/1/2015,3:23:53,2674721,3.1.2,x86_64,mingw32,ggplot2,1.0.0,CN,577
1/1/2015,3:23:23,126152,3.1.2,x86_64,mingw32,munsell,0.4.2,CN,577
1/1/2015,3:23:28,150229,3.1.2,x86_64,linux-gnu,digest,0.6.7,CN,577
1/1/2015,3:22:52,33445,NA,NA,NA,nlme,3.1-89,FR,58
1/1/2015,3:23:04,14621,NA,NA,NA,ldbounds,1.1-1,FR,58
1/1/2015,3:24:13,45484,3.1.0,x86_64,mingw32,assertthat,0.1,CN,577
1/1/2015,3:23:43,512,NA,NA,NA,suRtex,0.9,CN,554
1/1/2015,3:23:44,512,NA,NA,NA,subgroup,1.1,CN,554
1/1/2015,3:23:44,512,NA,NA,NA,subplex,1.1-4,CN,554
1/1/2015,3:23:45,514,NA,NA,NA,subrank,0.9.1,CN,554
1/1/2015,3:23:45,516,NA,NA,NA,subselect,0.12-4,CN,554
1/1/2015,3:23:22,662589,3.1.2,x86_64,linux-gnu,xts,0.9-7,AT,620
1/1/2015,3:23:24,879103,3.1.2,x86_64,linux-gnu,zoo,1.7-11,AT,620
1/1/2015,3:23:25,282957,3.1.2,x86_64,linux-gnu,TTR,0.22-0,AT,620
1/1/2015,3:23:26,456481,3.1.2,x86_64,linux-gnu,quantmod,0.4-3,AT,620
1/1/2015,3:24:06,36164,3.1.2,x86_64,linux-gnu,manipulate,1.0.1,AT,620
1/1/2015,3:24:25,662597,3.1.2,x86_64,linux-gnu,xts,0.9-7,AT,620
1/1/2015,3:24:26,456489,3.1.1,x86_64,darwin13.1.0,quantmod,0.4-3,AT,620
1/1/2015,3:24:16,63332,3.1.2,i386,mingw32,lazyeval,0.1.9,CN,577
1/1/2015,3:24:34,1636414,3.1.2,i386,mingw32,pastecs,1.3-18,US,621
1/1/2015,3:24:14,123770,3.1.2,i386,mingw32,R6,2.0.1,CN,577
1/1/2015,3:24:40,11482637,3.1.2,i386,mingw32,BH,1.55.0-1,CN,577
1/1/2015,3:24:15,152551,3.1.2,i386,mingw32,magrittr,1.5,CN,577
1/1/2015,3:24:17,154348,3.1.2,x86_64,darwin10.8.0,DBI,0.3.1,CN,577
1/1/2015,3:22:48,185607,3.1.2,x86_64,darwin10.8.0,expm,0.99-1.1,FR,622
1/1/2015,3:22:49,1038558,3.1.2,x86_64,darwin10.8.0,msm,1.4,FR,622
1/1/2015,3:22:49,36785,3.1.2,x86_64,darwin10.8.0,pbivnorm,0.5-1,FR,622
1/1/2015,3:22:51,606266,3.1.1,x86_64,darwin13.1.0,CIDnetworks,0.6.0,FR,622
1/1/2015,3:24:04,150230,3.1.1,x86_64,darwin13.1.0,digest,0.6.7,BT,579
1/1/2015,3:24:49,1242757,3.1.1,x86_64,darwin13.1.0,diveRsity,1.9.73,BT,579
1/1/2015,3:25:00,476502,3.1.1,x86_64,darwin13.1.0,ggm,2.2,BT,579
1/1/2015,3:24:38,1306754,NA,NA,NA,subselect,0.12-4,CN,554
1/1/2015,3:24:39,512,NA,NA,NA,subsemble,0.0.9,CN,554
1/1/2015,3:24:40,36078,NA,NA,NA,subsemble,0.0.9,CN,554
1/1/2015,3:24:49,2336862,3.1.1,x86_64,darwin13.1.0,dplyr,0.3.0.2,CN,577
1/1/2015,3:24:35,191706,3.1.1,x86_64,darwin13.1.0,fortunes,1.5-2,CN,623
1/1/2015,3:25:13,952875,3.1.1,x86_64,darwin13.1.0,R2SWF,0.8-2,JP,591
1/1/2015,3:25:27,2351969,3.1.1,x86_64,darwin13.1.0,ggplot2,1.0.0,US,64
1/1/2015,3:23:30,531883,3.1.1,x86_64,darwin13.1.0,zoo,1.7-11,CN,569
1/1/2015,3:25:30,128065,3.1.1,x86_64,darwin13.1.0,reshape,0.8.5,CN,577
1/1/2015,3:25:11,512,NA,NA,NA,subtype,1,CN,554
1/1/2015,3:25:11,24552,NA,NA,NA,subtype,1,CN,554
1/1/2015,3:25:13,512,NA,NA,NA,sudokuAlt,0.1-4,CN,554
1/1/2015,3:25:14,512,NA,NA,NA,sudoku,2.6,CN,554
1/1/2015,3:25:14,512,NA,NA,NA,summarytools,0.2,CN,554
1/1/2015,3:25:15,23025,NA,NA,NA,summarytools,0.2,CN,554
1/1/2015,3:25:15,514,NA,NA,NA,supclust,1.0-7,CN,554
1/1/2015,3:25:21,175883,NA,NA,NA,supclust,1.0-7,CN,554
1/1/2015,3:25:24,512,NA,NA,NA,superMDS,1.0.2,CN,554
1/1/2015,3:25:24,513,NA,NA,NA,superbiclust,1.1,CN,554
1/1/2015,3:25:26,92331,NA,NA,NA,superbiclust,1.1,CN,554
1/1/2015,3:25:28,516,NA,NA,NA,superdiag,1.1,CN,554
1/1/2015,3:25:32,47187,3.1.1,x86_64,darwin13.1.0,slam,0.1-32,IN,566
1/1/2015,3:24:42,2134862,3.1.1,x86_64,mingw32,maps,2.1-5,CN,599
1/1/2015,3:25:31,43977,3.1.1,x86_64,mingw32,formatR,1,CN,623
1/1/2015,3:25:08,384166,3.1.1,x86_64,mingw32,colorspace,1.2-4,RU,624
1/1/2015,3:25:09,148214,3.1.1,x86_64,mingw32,dichromat,2.0-0,RU,624
1/1/2015,3:25:09,126157,3.1.1,x86_64,mingw32,munsell,0.4.2,RU,624
1/1/2015,3:25:10,41396,3.1.1,x86_64,darwin13.1.0,labeling,0.3,RU,624
1/1/2015,3:25:10,64521,3.1.1,x86_64,darwin13.1.0,gtable,0.1.2,RU,624
1/1/2015,3:25:10,152316,3.1.1,x86_64,darwin13.1.0,scales,0.2.4,RU,624
1/1/2015,3:25:17,2674723,3.1.1,x86_64,darwin13.1.0,ggplot2,1.0.0,RU,624
1/1/2015,3:26:13,2070258,3.1.2,x86_64,mingw32,GSIF,0.4-3,BT,579
1/1/2015,3:26:07,34893,NA,NA,NA,Ohmage,2.9-7,FR,29
